"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"hsa:100" -0.0958294253254366 0.79480544543438 -0.817472121842962 0.556131150086389 -0.306641163904994 0.08526625402618 1.32370094984883 -1.05163884408206 1.49367428125291 0.518481829433288 -0.750993467557645 -0.628755807009533 -0.875095327823353 -0.365783314462205 0.575769960308647 -0.769909120108757 -1.99760049269089 0.292493848632192 0.405149410665389 0.0378015765191069 -0.600726332814009 -0.58676032529159 -0.822591351572953 -0.517805433451216 0.852256739684434 -0.138022199432897 0.990265383604817 1.05835551370959 -1.31568509601816 0.328822427324127 -1.78479926028239 0.459998165464523 -0.406045944278485 -0.800605651410889 -0.331984173056391 0.936877353521204 -1.36889290075327 -1.69945119797922 -0.0595302725588147 0.343228285457866 0.412732412997648 0.324423187593292 0.342277507857585 0.125460507851308 -0.381165025279565 -1.74083902878597 -1.22251018749807 0.32980361536087 2.218590290637 1.50730695301453 0.718711928927368 0.298107098703628 -0.617609577257313 -1.17230549493353 -1.46834357687358 1.07737033836027 0.562902203337336 -0.1343800951164 0.885386375562146 0.517956671541799 0.523356045993439 0.78583661571376 -0.968071637029294 -0.100852620170225 1.29684282622155 0.473394080908063 0.100029003829907 0.258696682086297 0.88694649319713 0.751717561843734 0.743895923617929 -0.152058267462663 -0.442004685500644 1.30534235609512 0.136233455615348 -2.26834067999922 -1.70761207601063 0.0506123664852911 -1.89076988752387 -1.52263519874228 0.257363917515723 0.797155286534201 0.189971329167939 -0.816649528896874 0.440088670943042 -2.64113477499038 -0.144804881364648 -0.0753749199114721 1.91689786923292 0.602915157952776 -0.855927924273431 -1.42012450042959 0.36834637098634 -1.10892354458287 -1.5406220950023 -0.115373079983321 -1.02789791862455 -1.93459529112305 1.01844108466962 -0.435996117176079
"hsa:10007" -0.0880380207548158 -1.04376679303997 1.79166622686757 -0.3695098796349 0.497047314723585 0.859809158997436 -2.14109697140038 -1.18810945420802 0.422606843874347 0.959335715520872 0.630915818733981 -0.287145690351224 -0.559491302972056 0.56601525306184 0.0937940629813382 0.463242121052719 -0.0256004958841727 -0.0192155834892566 0.132521652862075 -0.57566643160062 -1.28101438678758 0.0749846680559665 -1.01891802930328 -0.225513709963433 -0.0129783031019342 1.21605239275324 0.0776162305506681 -0.417371847732039 -0.481592308734173 -0.0924885406378067 0.561227608237232 -1.5849674459598 0.45557154505642 0.762345731628497 -0.303574269142263 -0.608305871520898 0.585403359882613 -0.0240580173193658 1.31812133089355 1.08969658865183 -0.173973733513731 -0.94932373878069 0.55272986077217 0.0446711552207782 -0.249838374181243 -1.24056011224406 -0.382556205662635 0.773119179273041 0.0152049760951833 -1.75141754071159 -1.15640650440814 -0.1884406292183 0.868565728820365 -1.13448766885114 -2.03319015187624 -0.3015427485455 0.894834112395252 -0.34972039714281 0.360688825218347 -0.352724795554956 -0.429598731754732 -0.997289223366301 -0.248333305553339 0.687540744680128 0.589283158864218 -0.777848056875951 -1.35366463120892 -0.257769304282963 -0.797377412102785 -0.198876106689838 0.687064998035291 0.376760624035164 0.564476450205244 -1.13018388250242 -0.060164171650241 -0.427722962580262 -1.59346404518897 1.43213439376509 -1.01082541091792 0.80118227008648 -1.29089057612838 -1.68241146935652 0.282527029042357 -1.05467852296462 -0.37463482140542 -2.06748635322756 1.54647718905381 0.43106935946891 -0.189688531178395 -1.1148991049809 -0.811994230265144 0.430857445319463 1.30666405836318 1.04843304173088 2.11359439476868 0.12463933085686 0.151740148542566 0.581910518018899 -0.216207779286516 -1.01676583224575
"hsa:10019" -0.366681967840553 -0.505919519690866 -1.05007377298203 0.620553397332117 -0.17324786031355 0.282380578854589 0.26853025808503 -0.153138704014241 -0.0408208831850949 -0.569051835696366 -0.447310881233219 0.316439204589056 1.2609986900526 -0.404132081056192 0.248280456524303 -0.508940097840377 0.581919338763841 -0.250312317430814 -0.838540946724333 1.50761232621702 0.153146944245852 -2.3682922764675 0.0984126983201079 -0.745574067362695 -2.6560629180135 0.383245864017653 -0.237190202694503 1.34550191178695 -1.20300764617612 0.677891366793034 0.37971005445728 1.10813167866023 -0.342551580260168 1.59215528545916 0.384389843839156 1.45020507162344 -0.548928839915332 0.37451145437047 0.50125245531222 -0.533554208034444 1.31474125366616 -1.16073840345734 -0.497533218231829 1.47759766454402 1.2594588543412 0.819059286387505 1.71026614225387 0.571667325264668 -1.35646567438099 0.0288139855603631 -0.33184814203498 -0.828035967391447 0.218233657298701 0.317200671194046 0.865885048620358 -1.80443626945291 -0.0572957493187736 -1.27063749876151 0.655318429906222 -0.800180925093098 0.489490355497196 0.704105349529325 -1.07842480793021 0.00224667589528773 1.85695050022081 1.0533549152921 0.431389337175563 -0.533268986223417 1.36220801797838 -1.53788688466349 0.220597125269923 -0.500145767574491 0.593686224132648 2.38727705143709 -0.173129578389817 -0.119823873613245 0.977300806035571 -1.47088171101681 -1.74278730379104 2.65482988597927 -1.99805934593862 0.437216554410986 0.92305774787859 0.173255750926624 -0.652488511001927 0.774176831951368 0.285523399389306 -0.985482162769141 1.60100930349492 -0.551471071496548 1.28167341136303 -1.87818694008218 -0.312414748149244 0.862541434380417 0.287216709181436 -1.04934256711876 0.168802659595019 0.446882329829579 -0.105586977915645 -0.308072489528385
"hsa:10020" -1.39746290299829 -6.20273599991853e-05 -0.20023249639276 -1.41695330189387 -0.516352936181289 -1.65182199106077 1.74954222311736 0.24952359357226 -0.045307232800704 -0.823355086021541 -1.27657575644971 1.70376235425368 0.696609970764521 -1.10058465351781 3.23225204695836 0.225219162593591 -0.137440680745097 0.173014222673346 -0.0826541909099633 0.728705300397712 -0.883149248426784 0.166755859204828 -1.0730272671742 -2.65581685425254 0.893823355306419 -1.78292795504108 0.807389008457623 -0.67540537938247 -0.122680690840803 -1.57536794142146 0.010807675967306 -0.964730077115464 2.23302850016932 -1.19623062068746 1.09845722659021 -1.272708007621 0.327755051454023 0.62577407750153 1.03642146643733 -2.05767788182361 -0.188488757187115 -0.115441619354385 1.04812282397991 -1.33089779878128 0.0330385911141739 0.421706863947965 -0.176943661075272 -2.11083869629993 0.593935616627415 0.0290198711523795 -2.79149155211831 -1.32703497417294 0.0349058905332065 1.75817652831628 -0.916133699165569 -0.579818679878231 -0.905030637713565 0.276037182215391 -2.17252824714702 -2.38173877344048 0.3292656881551 -0.255504595918542 -0.628499208357544 -0.945790150389079 -0.132029044134526 0.421000841576133 2.55991624980516 -0.928807728190263 0.508599288011856 -1.83676976025784 0.663624650266481 2.35802145810779 0.58087293184462 -0.115423224869885 -0.350512705507311 -0.20273679852243 1.08824634740975 0.0236646156140325 -2.50617385964699 1.25794819973892 1.91398854454196 -0.100749399876805 1.50689030359557 -0.953181567239224 -0.334770254893634 -0.703835661531268 -0.45651621320142 2.04916296656244 0.429353161365214 -1.27212087465055 2.71141895835148 -0.956249379662764 -0.408983839824172 0.575590342753144 0.117302677208543 1.29363749777791 -0.0316568609835416 0.923562123698235 1.17805491115564 -0.496190470700462
"hsa:1003" 1.59964712738512 -1.45650906105743 -0.849539034850708 0.949612629491229 1.00306417818376 1.64809288062198 1.18486510194957 0.16053676597991 -0.72174008158783 -0.318604809613927 1.79951173439072 0.364056466519676 2.11525488558521 0.341048474662276 -0.0872381852272784 -0.228042482011573 0.182568002615632 0.822623473919371 -0.540354506317189 0.337381576941837 0.80417379311281 -1.19511574444419 0.823355650643889 -0.280625048449021 -0.932722179291908 0.143887581357161 -0.077364070432874 0.106126455357441 0.365668776953877 -0.476712006472249 -0.116440195849122 0.884877262864255 -0.553722738846209 -0.118011657310509 -0.588092101425732 0.0194476782634618 0.494040734703486 0.741425659928326 -0.226184752511056 0.0658520053047983 0.701439936600999 -0.661608613616713 0.226386442677804 -0.702038146891406 -0.393788286485245 0.847929124206807 0.198615171032668 0.0107009955233694 1.20448064676892 -0.131124828260563 -0.0571514799944304 0.125613624358937 -1.61576353691304 -0.242960525450148 -0.0930778584616374 -2.15393250545779 0.102602483347624 2.01899048980475 0.977357075735206 -0.100700972240561 -0.320824912510387 0.289653223979771 -0.342483007179082 1.5845794294185 -0.187655339296058 -0.303526127802392 0.320693133361361 -1.61324370105403 1.35014086176578 1.51687298461257 1.34377028809995 -0.445789011419284 0.5624388236763 -0.0696741552347883 0.557454827506234 0.402014818232909 0.215132704933456 1.0898280472166 -2.4521764037752 -0.165478767474503 -0.423032381709884 -0.843534949986062 -0.814291388303801 -1.20276313117602 0.941693615268821 1.17164439575116 -1.6975485441971 -0.260669016946818 -0.450397807501736 0.110736564111043 0.382726270974687 -1.39856209656211 0.253407692658336 1.3480097556063 -0.361394397135867 0.513154200976531 1.41764243806448 1.57766130730952 0.392745602827322 0.857145636318929
"hsa:10054" -0.909023023448669 -1.87768224184048 0.738813930291154 0.654437563581131 0.440808589247398 -1.81303280051276 0.698614559552374 -0.496710512061781 0.33605074717501 -0.315937731432984 0.149954065907082 0.826549861252654 -0.368117546918846 -0.179604562417578 -0.229912680968824 0.415185917429761 1.10864535570275 1.19545665632415 0.753023582369131 -0.366050600842126 0.96232758453427 -1.94139003527474 -0.48048552989691 0.360120323109431 -0.0609891003857686 -1.13807110496654 0.785581092345693 0.899368501860169 1.13503761947039 0.723095213904226 -0.133289881018771 -1.38590033098554 -0.0503094040478249 -1.54943930030736 0.449939318363085 -1.33290602488977 0.740717915912992 -1.98313707661715 -0.0336850718911439 -0.466402359918497 0.811465120873753 -1.83640144559594 0.158116362823307 0.118709680613613 -0.582513835571392 0.319073910926124 -0.931982465704744 0.473520986327003 2.10485697670057 -0.669838283451211 1.40520376155786 1.23782209151676 0.75937498279655 0.22569983772046 -0.834558854557926 -0.115850147843086 1.41373185615454 -0.699836123959334 -0.849840332146108 -0.621676266582953 -0.99636613814279 0.350446872153255 0.42250664022859 1.95754205194772 -1.28832770927409 -1.22103142186512 0.594203593528955 -0.946624644459635 1.44162651115445 -0.636609773581137 -0.600009442295766 -0.244105263144151 0.394792897025556 0.332647246667754 -1.01731681055737 0.615750508210981 0.703263984135968 -0.188073785741666 -0.260336272554688 -0.213433348376846 -0.443113370743812 1.80991216408399 0.469727784890277 0.788991840428624 -0.0529065006150684 0.421281815468505 -1.56060280511541 0.449248202147138 -0.418624596760737 0.449552666972382 -0.809451761602563 0.995923895987662 -0.563629315331657 -1.39637556331866 -0.99054364600971 -1.10921412877678 -1.3229493185346 0.369780216992162 0.266425077723779 -0.30935181671913
"hsa:10055" -0.502753874215928 -1.34936505894156 0.614468423549004 -0.976844176484734 -0.78876366209814 1.41153880651205 0.816337872875698 0.25799650510093 0.795994337262499 0.458345270611454 1.76380497003186 -1.88327394452155 -0.0186101619260592 -1.65454216363682 0.57475876877778 -0.925264492256396 0.772886240837562 0.126814286283325 -0.12378359848168 -0.583990156676393 -0.113407935731835 0.479262739440083 1.17490018508873 3.28277744494475 1.75616751241419 -0.617399244417938 -0.761125493509261 0.0925268367674455 -1.31841274200432 -0.707962807952628 0.221293942518651 -0.353655021251111 0.837027514165867 0.1105763841746 -2.95212540354595 0.557888554163479 -0.544548160121377 0.871798190306498 0.373951579896838 -0.341353659644048 -0.717567139318432 0.864982770534452 -0.519019794278721 2.54045434514269 2.53459220141195 1.30585668441488 0.225178625082612 -0.0514866026312805 -1.12937998813022 -0.928589335598397 0.543249389086829 0.570524573876441 1.77042235649386 -0.601033641852655 0.500527032416703 -0.383381358194679 0.547477606914559 1.57755035015982 0.519759817491007 -0.150261968771734 -0.196586899419518 1.01183184381632 -1.02444103344945 -0.626341077412121 0.820287816922708 0.57170653708836 -0.828617687085726 0.223433516026373 0.834355204418454 0.0735223632471333 0.021284106703867 0.274115014203679 -0.648282596662816 -0.517044929243461 -0.424122677349102 0.209732060481891 0.92135588528102 1.06124352078072 0.640517706836243 -1.21952913717988 -1.66490873023429 0.496664670909706 -0.393567538771119 -2.10462911974849 -0.368054623772349 -2.31364404842314 -1.53000748620709 0.0666143376150513 0.0991884100518431 1.77337096987308 1.43561512968152 -0.87504892107019 -2.30861747119168 -0.435568490567611 1.81983080439788 -1.33240237745115 -0.79941272511255 -0.0374652977916029 0.670875830745852 0.0464873576930774
"hsa:10062" 1.43444414743301 1.33196704261092 -2.10699661445282 -0.201732152993834 -0.697296348994217 0.498047229202037 -0.873196424112822 0.601895127630832 -1.25378142843295 -0.0513729780698886 1.04941032481432 -1.69045815178286 -1.84828449150575 -0.189919361077766 0.606631755751104 -0.716404869697764 1.21342250879608 -0.512123677593281 -1.61143110439071 -0.454404950504171 -0.878757191037799 -1.74783731221131 0.582108356548803 -2.01527500693183 -0.479744887257636 1.01393276125115 0.965101392409203 1.06299595050831 -0.0061657687297311 -1.01462687492273 0.270166225882814 0.760141696084407 1.00188366945246 -2.15768619132551 -2.12206972875561 1.10858742140222 1.363510162666 -0.828688968335892 -0.141871608598674 0.0989340984735917 -0.0898427692639325 1.23850914311481 0.671913022693987 -0.531559342569719 1.14687703874733 -0.0507642218673365 0.475804368246047 0.53461500045655 -0.802039782548489 0.766342223037797 -1.41308825821601 0.0673819977780213 0.026349431801841 -0.158252994620071 -0.684609242763091 -0.227345938050735 1.72910775671579 -0.116393285572038 0.565499235729503 -0.727512767842322 0.157177406751907 0.397121039656129 0.541485754815856 0.311260918029487 -1.58971298930337 -1.76328479418754 -0.522510945884646 0.429851521061933 -1.05569210922824 -1.29016648138163 -0.0921865183180265 0.780116589103536 -1.01790567312172 -0.354821674150154 0.0501882093754062 0.103045224600502 1.89882972527777 -0.618069025673479 0.689124314024319 0.220785658936524 1.73426822634982 -0.779544350019798 -0.569227770359114 0.881059300442944 1.06299850352384 -0.525721323774903 1.67663953438901 -0.372279850525576 -1.24393537593079 3.15693394311894 -0.257689080597332 -1.64650965028602 1.09067673383317 1.6479474687694 -0.122136575859544 1.27552202754485 -0.389643724931392 -0.736318490262308 2.00177151358083 0.133189822641751
"hsa:10092" -2.83185794900548 -0.362980409126593 -1.94381825942433 -2.12525723686469 2.16325930834732 -3.34065411482549 -2.92131740878555 -2.5782714072757 1.23897466020219 1.02967593805792 -0.383524410541943 2.21762047380094 -2.3555018560927 -2.48833958386294 -0.617236246906685 -2.68949538335466 -3.20696041282657 -1.79581561299559 3.02231622776196 1.47978045733747 -1.14333011727415 -3.23495617796521 -2.61466696585216 -3.15312774339011 1.54513605870084 0.176935396354554 -1.59860635926272 -2.70451872222173 1.92490498853963 -1.72544164085016 3.19356979897779 2.8594256166288 0.483274109871492 1.72008012907616 1.79381781379571 -2.51924420918736 0.753110172602738 -1.57140326462199 -0.987609698511132 -1.66036296751662 1.56757495364817 1.95009153161059 0.191933954900263 2.53034835247585 2.35277722726037 1.49415390673776 3.42654494047636 0.459715766912218 2.01587127562548 2.52907851782769 3.56689043839247 2.45367021586036 -1.69156324726508 -1.89598718302272 1.77593540145646 2.61915557515332 -2.41754222960578 -2.17818664258645 -1.48877702398767 -2.13251671206863 -1.02923947126149 1.99474970451915 2.19682456624278 -0.977168580202292 -1.92045961190846 -0.801724682869413 0.904183742736931 -1.40488181172244 0.256414738910095 0.521616853128938 1.74367452748134 -0.483769710231349 1.73273898687709 -1.569066200644 0.406539547929614 -2.00516297597024 -1.57543660636948 -1.7463519444637 1.73314836257362 -3.42375368819326 -3.00306895412131 -1.59700274584718 -3.05512340228533 -2.3632834176195 -0.304956971861858 -3.01172027091583 0.0708527347825593 -0.644551513837859 -1.25009942393145 -2.21364336606216 -2.85537321027799 -1.92621863899963 1.0880933979139 -0.922517768699868 1.11132910758945 2.97533503978524 1.5583152072363 -2.60847368996777 -2.3018077930148 1.97255977354501
"hsa:10094" -3.39544764817559 -1.38674968327818 -2.29400345686759 -2.27214010561671 2.68672777352919 -2.93079509022996 -2.8484163781585 -1.85956379347087 1.3882370484852 0.759641447427861 -0.0931778329653916 2.20457132755522 -2.64225221299241 -2.46701661954181 -1.22395009824889 -3.22289440333545 -3.06453228369419 -1.57790814328611 2.90728367011569 1.70172296245562 -0.724354842431914 -2.62083422380198 -2.5049949480398 -2.94713340221776 2.19849424433797 -0.334036885503853 -1.38126918956492 -1.75918809568692 2.29928979248876 -2.18012091158578 3.73931857957077 2.00695630950591 0.717766141902575 1.56402518935151 2.90007524824384 -2.33943254479759 0.537635543930808 -1.65837461582583 -0.47199808190225 -2.64794067648784 1.19359523136472 1.90894799285234 0.21378310678586 2.64937558471342 1.83978243000542 1.78758891536126 2.25668022351075 0.506885629056238 1.22356018332793 3.43978338451842 2.87419701680458 2.31965960685479 -2.26690336866677 -1.81902835669079 2.2181806629317 2.39628087206233 -2.29369382211824 -1.65075041482388 -1.39749666471651 -2.10565404366522 -1.29190713226803 2.0312894029248 2.1534544789363 -1.45205282396946 -2.56731992419312 -0.42457331681607 0.0849170325352201 -2.12244758014755 0.425370127805874 1.64784141977872 1.18375991036425 -0.704004122147942 1.61740035286916 -0.952920777022238 0.945128481106024 -2.81221042507866 -1.77741046455356 -2.13165003474951 1.62850223656928 -3.18509277248521 -2.23144760772656 -1.2018044566681 -3.54539054385151 -2.06218620258684 0.0369275191550727 -2.30257493566435 -0.674572811978334 -1.62034549260325 -1.63354063205184 -2.22144595137591 -3.10783574277677 -1.9044325896812 1.05341267441379 -1.53984846971443 1.30778842196042 2.67331750898757 1.62427388475909 -2.31919418232799 -1.85929666333193 1.67470046221755
